ID_c,N_c,N_clg,N_c_clg,Y_clg,Y_c,C_clg,C_c,ID_s,SQM,CA,VAR,SI,HAR,LAT,VC_c_2d,VC_c_3d,AVG(UTCI)_5:00,AVG(UTCI)_6:00,AVG(UTCI)_7:00,AVG(UTCI)_8:00,AVG(UTCI)_9:00,AVG(UTCI)_10:00,AVG(UTCI)_11:00,AVG(UTCI)_12:00,AVG(UTCI)_13:00,AVG(UTCI)_14:00,AVG(UTCI)_15:00,AVG(UTCI)_16:00,AVG(UTCI)_17:00,AVG(UTCI)_18:00,AVG(UTCI)_19:00,AVG(UTCI)_20:00,AVG(UTCI)_21:00,AVG(UTCI)_22:00,AVG(UTCI)_23:00,AVG(UTCI)_0:00,AVG(UTCI)_1:00,AVG(UTCI)_2:00,AVG(UTCI)_3:00,AVG(UTCI)_4:00
1,First,Christs,First_Christs,1437,1448,1400s,1400s,CE_01,150*150,1317.567,1.350,1.003,0.980,43.703,0.479,0.021,16.410161,19.802441,25.434173,30.345521,33.311503,35.501429,36.974541,37.515614,38.391625,39.443233,38.573356,37.123717,33.812189,30.350521,27.360791,25.681302,21.082051,19.807249,18.726263,18.065974,17.741724,17.45644,16.796513,16.158976
2,Front,Emmanuel,Front_Emmanuel,1584,1634,1500s,1600s,CE_02,150*150,1344.268,1.433,1.005,1.266,62.415,0.518,0.000,16.520049,19.34217,24.846385,29.426517,32.344936,34.857196,36.63725,37.751075,38.362943,39.185363,38.377525,37.01313,33.327708,29.894579,27.403058,25.762867,21.384255,19.987636,18.909894,18.241049,17.848552,17.574559,16.93898,16.298553
3,New,Emmanuel,New_Emmanuel,1584,1824,1500s,1800s,CE_02,150*150,747.716,1.864,1.004,1.288,61.821,0.298,0.000,16.502101,19.498345,24.498182,29.009186,32.615166,35.15433,37.160423,38.413946,38.973843,39.317681,37.994513,36.409605,32.951403,29.935728,27.517818,25.662464,21.461207,20.04784,18.995247,18.333488,17.932951,17.643419,17.021382,16.372412
4,Cloister,Sidney_Sussex,Cloister_Sidney_Sussex,1596,1891,1500s,1800s,CE_03,180*180,1485.053,2.518,1.015,1.096,152.890,0.849,0.694,17.081856,19.342231,23.228953,27.52246,30.087593,32.556695,34.080264,35.083557,36.088519,36.447737,35.572123,34.388521,31.640058,29.256001,27.364856,25.972603,21.252943,20.163368,19.251322,18.602353,18.317997,18.050225,17.42535,16.80931
5,Hall,Sidney_Sussex,Hall_Sidney_Sussex,1596,1596,1500s,1500s,CE_03,180*180,615.296,3.031,1.002,0.998,152.684,0.504,0.000,16.551199,19.13964,23.361961,27.734413,30.913398,33.624624,35.734299,37.101015,38.339662,39.218526,38.26635,36.273795,32.333257,29.563595,27.235988,25.641667,21.298604,19.962537,18.878226,18.232508,17.880594,17.603056,16.961814,16.329549
6,Chapel,Sidney_Sussex,Chapel_Sidney_Sussex,1596,1596,1500s,1500s,CE_03,180*180,530.760,3.875,1.003,1.089,59.579,0.510,0.000,16.569196,19.160959,23.379278,27.645901,30.837875,33.706924,35.921023,37.054447,38.133003,39.163575,38.655539,37.480626,32.986792,29.590354,27.26592,25.658817,21.329881,19.985685,18.879828,18.234734,17.889378,17.60318,16.962824,16.328886
7,South,Sidney_Sussex,South_Sidney_Sussex,1596,1910,1500s,1900s,CE_03,180*180,592.153,6.130,1.528,1.098,38.911,0.232,0.000,16.449173,19.299002,23.3132,26.974296,29.937173,33.186728,35.11494,37.36909,37.936155,38.665273,37.217644,35.758175,32.272829,29.674252,27.274294,25.484341,21.238044,19.912226,18.922154,18.272958,17.896542,17.599475,16.97228,16.337643
8,Staff,Sidney_Sussex,Staff_Sidney_Sussex,1596,1596,1500s,1500s,CE_03,180*180,261.006,9.406,1.629,8.062,156.441,0.000,0.000,16.435056,19.408011,23.275518,26.966765,29.934107,32.865337,35.316267,37.078105,38.020293,39.287613,36.850871,34.986612,32.049406,29.876426,27.357066,25.394153,21.309352,20.015109,18.931961,18.306778,17.920903,17.617017,17.009706,16.372347
9,Cloister,Jesus,Cloister_Jesus,1496,1245,1400s,1200s,CE_04,120*120,338.559,7.112,1.005,1.212,3.395,1.000,0.000,16.679955,19.356972,23.266426,27.880034,30.921396,33.324903,35.570224,36.618784,37.257803,36.985294,35.554129,34.079675,31.077599,29.014374,26.974331,25.677003,21.45101,20.046683,19.023448,18.361192,17.97865,17.689726,17.055475,16.418962
10,West,Jesus,West_Jesus,1496,2015,1400s,2000s,CE_05,150*150,1175.856,2.047,1.053,1.884,96.593,0.096,0.199,16.659157,19.305029,24.995815,29.300272,32.429713,34.908016,36.78688,37.951535,38.381145,38.278814,36.743543,35.321111,33.100658,29.873034,27.441984,25.699143,21.184549,19.883686,19.002492,18.343829,18.0052,17.846386,17.195502,16.585387
11,Whewell_W,Trinity,Whewell_W_Trinity,1546,1860,1500s,1800s,CC_06,180*180,160.832,6.688,1.078,1.900,71.928,0.000,0.000,16.465191,19.431272,23.266918,26.728479,29.516829,32.053056,35.26746,36.910163,37.376429,38.223652,36.855189,34.671249,32.186331,29.880666,27.215679,25.378447,21.386095,20.023291,18.999496,18.378427,17.984606,17.692802,17.110036,16.466454
12,Whewell_E,Trinity,Whewell_E_Trinity,1546,1860,1500s,1800s,CC_06,180*180,704.317,3.208,1.031,1.667,51.590,0.000,0.000,16.343091,19.28284,24.028512,28.678948,32.274215,35.021665,37.424063,38.756057,39.552127,40.07928,38.657159,35.815411,32.098977,29.683742,27.231276,25.4683,21.243295,19.933357,18.869496,18.223468,17.846254,17.549182,16.927511,16.294367
13,Corfield_S,St_Johns,Corfield_S_St_Johns,1511,1879,1500s,1800s,CC_06,180*180,376.404,4.445,1.401,1.947,119.066,0.000,0.000,16.398867,19.164307,25.010579,29.64429,32.475948,34.854352,36.935399,38.083613,38.247712,37.849897,36.511793,33.991185,32.001442,29.654213,26.988048,25.399973,21.134083,19.925585,18.772249,18.145455,17.760747,17.514374,16.920366,16.289267
14,Corfield_N,St_Johns,Corfield_N_St_Johns,1511,1879,1500s,1800s,CC_06,180*180,409.501,6.769,2.192,0.870,44.883,0.118,0.000,16.425884,19.254789,23.211461,27.596182,30.884331,33.487677,35.271481,36.879765,37.691183,37.890443,36.517769,34.198018,31.80775,29.643921,27.081561,25.394066,21.026033,19.905713,18.919017,18.275426,17.905158,17.609894,16.99063,16.364337
15,St_Michael,Gonville_Caius,St_Michael_Gonville_Caius,1348,1903,1300s,1900s,CC_07,150*150,1156.548,4.038,1.966,0.361,42.350,0.385,0.049,16.508715,19.422347,23.306637,27.680395,30.541673,33.445115,35.240766,37.192783,37.563122,38.051646,37.112476,36.249985,33.036897,29.808822,27.2777,25.546856,21.183647,19.915378,18.917268,18.28063,17.893253,17.619737,17.004599,16.365519
16,New,Corpus_Cristi,New_Corpus_Cristi,1349,1823,1300s,1800s,CC_08,180*180,1847.368,1.863,1.010,1.213,171.770,0.596,0.000,16.439377,19.019906,24.435567,28.924244,31.551705,33.952089,35.989842,37.388994,38.046907,38.024636,37.170753,35.95274,32.759389,29.48306,27.173128,25.604188,21.148485,19.883163,18.827793,18.170936,17.817363,17.544294,16.895311,16.266828
17,Old,Corpus_Cristi,Old_Corpus_Cristi,1349,1352,1300s,1300s,CC_08,180*180,837.147,3.381,1.022,1.478,79.722,0.469,0.000,16.523258,19.189717,24.338445,28.799994,31.309874,33.849574,35.839084,37.086463,37.305641,37.785965,36.972363,36.023315,33.005067,29.47939,27.232153,25.544126,21.322365,19.919061,18.879878,18.234147,17.893822,17.604217,16.968178,16.33929
18,Library,Corpus_Cristi,Library_Corpus_Cristi,1349,1960,1300s,1900s,CC_08,180*180,223.719,6.973,1.301,4.315,171.550,0.000,0.000,16.402079,19.45311,23.290204,26.726188,29.387528,31.58037,35.780611,38.460827,37.608905,37.832059,36.084084,34.242072,32.320832,30.062624,27.355959,25.306062,21.251068,19.9662,18.910895,18.283921,17.908603,17.605278,16.99416,16.368
19,Stable,Corpus_Cristi,Stable_Corpus_Cristi,1349,1920,1300s,1900s,CC_08,180*180,70.044,10.279,1.008,1.294,92.974,0.000,0.000,16.431352,19.505309,23.309799,26.71751,29.369286,31.583154,33.806663,35.549337,36.503692,36.857547,35.695476,34.299505,32.361668,30.092974,27.313422,25.263962,21.371445,19.99296,18.974364,18.348781,17.957138,17.65504,17.049334,16.427136
20,NA_E,Corpus_Cristi,NA_E_Corpus_Cristi,1349,1960,1300s,1900s,CC_08,180*180,91.866,10.737,1.289,2.104,109.475,0.000,0.000,16.43209,19.516548,23.301858,26.692967,29.290262,31.448571,33.124403,34.794685,35.618502,37.119443,35.638309,34.309853,32.317925,29.98427,27.195719,25.303069,21.315786,20.027961,19.093799,18.469083,18.031795,17.737477,17.177801,16.529209
21,NA_W,Corpus_Cristi,NA_W_Corpus_Cristi,1349,1960,1300s,1900s,CC_08,180*180,35.087,11.326,1.048,1.857,172.101,0.000,0.000,16.414291,19.51238,23.226996,26.538745,29.161682,31.275777,32.825193,35.854036,34.856557,35.514984,35.367774,34.254465,32.141114,29.825803,26.955092,24.951522,21.550792,20.035749,19.057177,18.455227,18.008551,17.716646,17.165668,16.526078
22,Old,Pembroke,Old_Pembroke,1347,1614,1300s,1600s,CC_09,150*150,1071.035,1.794,1.005,1.421,153.653,0.530,0.000,16.393609,19.860784,24.755227,29.340318,32.249371,34.602727,36.165662,37.057839,37.869302,38.74606,37.894075,36.193027,32.699892,29.73827,27.28864,25.623967,21.067399,19.837256,18.877649,18.19825,17.886865,17.587632,16.927308,16.308704
23,Ivy,Pembroke,Ivy_Pembroke,1347,1616,1300s,1600s,CC_09,150*150,1022.986,2.025,1.053,1.347,62.200,0.456,0.010,16.491283,20.398526,25.691652,30.367618,32.823835,34.832248,36.664448,37.732785,37.936603,38.236632,37.18736,35.954476,32.554031,29.477329,27.27461,25.570505,21.219828,19.838855,18.84785,18.160259,17.878516,17.597348,16.948334,16.335758
24,Chimney,Pembroke,Chimney_Pembroke,1347,1920,1300s,1900s,CC_09,150*150,105.834,18.266,1.224,1.455,71.913,0.000,0.000,16.516165,19.545242,23.333362,26.691805,29.930622,31.688789,33.774535,34.438878,35.331895,36.524249,36.062875,34.38413,32.438786,30.152294,27.343462,25.232649,21.586581,20.167461,19.123883,18.560805,18.012039,17.733483,17.319171,16.554695
25,Old,Peterhouse,Old_Peterhouse,1280,1290,1200s,1200s,CW_10,150*150,1193.130,2.071,1.038,1.821,70.785,0.426,0.000,16.4893,19.805096,24.766391,28.973247,31.456135,33.932298,36.132665,37.204555,37.615027,38.254318,37.397266,36.250195,32.785596,29.50579,27.118193,25.509585,21.398934,19.921043,18.793285,18.143599,17.787907,17.545288,16.90002,16.280106
26,Gisborne,Peterhouse,Gisborne_Peterhouse,1280,1826,1200s,1800s,CW_10,150*150,734.957,2.491,1.001,1.130,159.268,0.369,0.111,16.615189,19.19323,23.27266,27.585583,30.634605,33.387656,35.405774,36.655027,37.580666,38.464445,36.761067,35.574412,32.417786,29.622679,27.157009,25.620307,21.256558,19.996424,18.973813,18.326511,17.899919,17.657549,17.050254,16.405873
27,Main,St_Catherine,Main_St_Catherine,1473,1935,1400s,1900s,CW_11,225*225,2475.782,1.331,1.090,2.228,78.544,0.539,0.056,16.406022,20.884761,26.101836,30.224786,32.516369,34.555169,36.015883,37.213835,37.825512,38.335522,37.636369,36.779305,33.694875,30.06191,27.179655,25.6808,21.150688,19.797444,18.698302,18.020451,17.785722,17.503472,16.835695,16.225588
28,Sherlock,St_Catherine,Sherlock_St_Catherine,1473,1935,1400s,1900s,CW_11,225*225,745.751,3.538,1.037,1.342,163.942,0.422,0.285,16.796537,19.417534,23.073714,26.569342,29.795551,32.826181,34.80061,36.263531,36.647409,37.776775,36.40515,34.705651,31.862459,29.523095,27.239636,25.751796,21.517153,20.243372,19.255676,18.618964,18.205795,17.915363,17.307951,16.666858
29,Chapel,St_Catherine,Chapel_St_Catherine,1473,1936,1400s,1900s,CW_11,225*225,389.336,9.052,1.545,0.695,160.408,0.000,0.186,16.451217,19.47613,24.940702,28.121243,30.929301,33.228973,35.264493,36.726088,37.459538,38.381829,36.650031,35.941618,33.98862,29.859297,27.201592,25.387313,20.796212,19.669129,18.909673,18.237166,18.018068,17.7003,17.028514,16.450071
30,Old,Queens,Old_Queens,1465,1448,1400s,1400s,CW_11,225*225,765.466,2.232,1.003,1.146,79.488,0.000,0.000,16.305176,19.338184,24.646504,29.278533,32.789207,35.240149,37.586371,39.094496,39.268373,39.713384,38.536133,37.26316,33.469139,29.762567,27.275536,25.522693,21.179131,19.839852,18.782554,18.132722,17.779283,17.475002,16.838836,16.203483
31,Cloister,Queens,Cloister_Queens,1465,1490,1400s,1400s,CW_11,225*225,559.921,1.650,0.991,1.245,70.401,0.000,0.050,16.307596,19.259692,24.218449,29.258284,33.011219,35.667504,37.858984,39.406559,39.579853,40.177145,39.108844,37.136975,34.886053,29.932582,27.231063,25.50131,21.004096,19.719466,18.712102,18.055681,17.703413,17.408916,16.769512,16.127623
32,Pump,Queens,Pump_Queens,1465,1680,1400s,1600s,CW_11,225*225,147.624,4.155,1.061,1.658,68.325,0.000,0.000,16.405735,19.466391,23.337336,26.81481,29.543963,31.855769,35.426066,37.177367,37.475484,38.547803,36.34105,34.491161,32.649038,29.84399,27.233881,25.442719,21.236674,19.913693,18.884019,18.240942,17.879647,17.579323,16.957235,16.326263
33,Walnut_Tree,Queens,Walnut_Tree_Queens,1465,1620,1400s,1600s,CW_11,225*225,1401.403,1.571,1.074,1.362,81.482,0.508,0.183,16.560891,19.230859,24.128979,28.501117,31.22239,33.438356,35.662834,37.288291,38.308896,38.731892,37.847331,36.114021,33.741799,29.658152,27.237113,25.698727,21.035431,19.736871,18.776836,18.109943,17.921691,17.640017,16.971504,16.377292
34,Friars,Queens,Friars_Queens,1465,1885,1400s,1800s,CW_11,225*225,1324.834,1.731,1.231,1.692,81.776,0.527,0.000,16.524208,19.127388,24.358832,28.583082,31.200775,33.707948,35.967849,37.552062,38.21994,38.781664,37.809003,36.581853,32.979015,29.626937,27.111275,25.629433,21.04147,19.891839,18.874377,18.222004,17.889627,17.611839,16.971071,16.341282
35,Front,Kings,Front_Kings,1441,1820,1400s,1800s,CW_12,270*270,6713.947,1.032,1.000,1.066,175.800,0.616,0.000,16.27348,21.424396,26.901179,31.483682,33.243745,35.14562,36.460392,37.595019,38.512135,38.429385,37.854643,36.808069,34.115888,30.302361,27.149275,25.665987,20.667753,19.478848,18.479342,17.763691,17.666174,17.371697,16.645171,16.07679
36,Chetwynd,Kings,Chetwynd_Kings,1441,1870,1400s,1800s,CW_12,270*270,486.260,3.766,1.045,1.237,175.846,0.000,0.000,16.402149,19.579811,23.473441,27.641252,31.922753,34.282783,36.417409,37.625377,38.171842,38.524055,37.239928,35.679895,32.400222,30.00608,27.372226,25.500147,21.357373,20.015358,18.939549,18.290315,17.912295,17.60467,16.970346,16.339235
37,Webbs,Kings,Webbs_Kings,1441,1908,1400s,1900s,CW_12,270*270,1042.880,2.777,1.150,2.525,85.516,0.103,0.027,16.369797,20.085833,26.615038,30.395474,32.63224,34.98117,36.906419,38.506644,38.556836,39.127694,38.298761,37.407715,35.109632,30.442777,27.315117,25.647894,21.235326,19.762512,18.665741,17.988525,17.759985,17.472636,16.801487,16.205132
38,Provosts,Kings,Provosts_Kings,1441,1890,1400s,1800s,CW_12,270*270,1740.280,1.819,1.056,1.161,176.074,0.912,0.244,16.861999,19.243534,23.871757,28.435807,30.790772,33.008702,35.111832,36.273895,36.807512,37.182509,36.157757,34.358107,31.755413,29.344818,27.299214,25.907438,21.478758,20.240085,19.192707,18.534612,18.178593,17.919619,17.282716,16.654754
39,Tree,Gonville_Caius,Tree_Gonville_Caius,1348,1853,1300s,1800s,CW_13,375*375,1800.298,1.750,1.120,1.809,16.361,0.729,0.490,17.009549,19.298002,23.098299,26.762454,29.542829,31.94164,34.220172,35.781477,36.136929,37.029917,36.154649,34.847697,32.14462,29.340704,27.131765,25.847164,21.320715,20.256826,19.289942,18.652285,18.301684,18.030005,17.413991,16.779811
40,Gonville,Gonville_Caius,Gonville_Gonville_Caius,1348,1441,1300s,1400s,CW_13,375*375,655.790,2.349,1.004,1.035,5.546,0.426,0.000,16.577812,19.155705,24.514581,29.470072,31.739328,33.742396,35.57008,36.99666,37.084973,37.300573,36.149201,34.90463,31.556775,29.234252,26.993625,25.530225,21.366113,20.032228,18.973332,18.329928,17.972439,17.678502,17.045926,16.412379
41,Caius,Gonville_Caius,Caius_Gonville_Caius,1348,1565,1300s,1500s,CW_13,375*375,985.655,1.799,1.062,1.314,1.763,0.402,0.000,16.424121,19.129021,24.633571,30.097901,32.757491,34.660978,36.584049,37.936918,38.24843,38.897198,37.80893,36.115022,32.488503,29.250265,27.008527,25.567622,20.999171,19.872033,18.854431,18.195095,17.85577,17.571058,16.916394,16.290525
42,Masters,Gonville_Caius,Masters_Gonville_Caius,1348,1717,1300s,1700s,CW_13,375*375,801.222,1.699,1.036,1.333,2.835,0.698,0.719,17.253003,19.541636,23.020182,26.406465,29.173423,31.511471,33.454285,34.68864,35.063061,35.95054,35.16563,33.649233,31.414689,29.168729,27.189841,25.917969,21.790633,20.473478,19.487046,18.852325,18.512728,18.236756,17.618422,16.999255
43,Front,Trinity_Hall,Front_Trinity_Hall,1350,1872,1300s,1800s,CW_13,375*375,849.939,1.926,1.018,1.438,91.541,0.520,0.000,16.588104,19.084641,24.395581,28.676149,31.329221,33.555874,35.652147,36.956651,37.294811,38.698274,37.984965,36.728564,33.745147,29.46767,27.027097,25.608569,21.319776,19.943625,18.912377,18.26099,17.931379,17.645071,16.996747,16.371326
44,North,Trinity_Hall,North_Trinity_Hall,1350,1952,1300s,1900s,CW_13,375*375,414.813,3.370,1.321,3.412,91.821,0.000,0.324,16.802169,19.489528,23.583318,26.915986,29.534112,32.208391,34.257506,35.355946,35.639987,36.589698,35.506289,34.359647,32.597006,29.514247,27.087371,25.54128,21.531183,20.179116,19.205594,18.570942,18.230016,17.934359,17.30412,16.698967
45,Avery,Trinity_Hall,Avery_Trinity_Hall,1350,1864,1300s,1800s,CW_13,375*375,287.248,3.854,1.097,1.188,25.344,0.445,0.000,16.532402,19.154228,22.721248,25.970603,29.894107,32.807186,35.619502,37.531512,37.670913,39.14605,37.839869,36.221809,32.106285,29.360551,26.988993,25.503565,21.343941,19.955716,18.908332,18.268102,17.932979,17.644506,17.010718,16.377714
46,Cherry_Tree,Trinity_Hall,Cherry_Tree_Trinity_Hall,1350,1890,1300s,1800s,CW_13,375*375,496.876,1.685,1.009,1.109,4.335,0.130,0.134,16.480983,19.141628,24.235575,29.383514,32.435291,34.53464,36.661225,37.77043,38.980449,40.513316,39.225703,37.589818,34.143128,31.103989,27.064686,25.564973,21.066497,19.794153,18.782826,18.12143,17.856188,17.565673,16.902603,16.278247
47,Old,Clare,Old_Clare,1326,1715,1300s,1700s,CW_13,375*375,1549.541,1.536,1.022,1.339,86.532,0.690,0.000,16.600207,19.234156,24.767915,29.084648,31.383245,33.567111,35.622415,36.814486,36.689182,37.336259,36.55823,35.701333,32.551023,29.140449,27.028596,25.684465,21.345593,19.953688,18.897656,18.240414,17.929913,17.662212,17.015343,16.392895
48,Angel_N,Trinity,Angel_N_Trinity,1546,1959,1500s,1900s,CW_13,375*375,406.865,5.269,1.449,0.923,133.647,0.000,0.000,16.315964,19.108993,22.880426,26.323484,30.321812,33.23759,35.874128,37.436405,38.408972,39.496477,38.179508,36.111954,32.467992,29.545342,26.909856,25.290189,20.952688,19.832651,18.842908,18.199571,17.817461,17.530851,16.91311,16.282293
49,Angel_S,Trinity,Angel_S_Trinity,1546,1959,1500s,1900s,CW_13,375*375,598.934,2.997,1.157,1.761,27.674,0.327,0.229,16.760785,19.281124,22.900544,26.342626,29.722873,32.420949,34.730415,36.157706,36.903384,37.715377,36.610637,34.752229,31.829571,29.314216,27.052679,25.632072,21.473412,20.139777,19.111023,18.470723,18.138018,17.85,17.22359,16.596429
50,Great,Trinity,Great_Trinity,1546,1608,1500s,1600s,CW_13,375*375,8230.750,0.862,1.017,1.226,10.731,0.458,0.000,16.136557,21.389771,26.5046,31.333368,33.458639,35.29107,36.874923,37.957269,38.713447,39.086249,38.556412,37.397225,34.600202,30.691393,26.896851,25.448468,20.130636,19.144826,18.305191,17.578806,17.538559,17.223921,16.463939,15.917755
51,Neviles,Trinity,Neviles_Trinity,1546,1750,1500s,1700s,CW_13,375*375,2906.737,1.309,1.032,1.601,101.878,0.758,0.000,16.561248,19.376784,24.059269,29.045493,31.203661,33.84038,35.502026,36.938418,37.36175,36.970268,36.302107,35.718849,32.900552,29.969381,27.052489,25.648819,21.112418,19.848646,18.833096,18.163629,17.929574,17.637619,16.962125,16.363119
52,New,Trinity,New_Trinity,1546,1825,1500s,1800s,CW_13,375*375,2272.691,1.234,1.026,1.145,20.376,0.362,0.138,16.491899,19.954837,25.707495,30.128849,32.512482,34.751467,36.652776,37.905427,38.41688,38.96434,38.087058,36.634402,34.048391,30.218553,27.052046,25.575602,20.796649,19.655417,18.732705,18.055783,17.848157,17.555157,16.872112,16.269385
53,First,St_Johns,First_St_Johns,1511,1511,1500s,1500s,CW_14,225*225,2288.323,2.263,1.017,1.410,29.476,0.633,0.000,16.609468,19.409576,24.149395,29.135985,31.81323,34.071959,35.8441,37.154066,37.608927,38.382363,37.218491,35.926458,32.500376,29.275546,27.166714,25.677731,21.308703,20.008517,18.950463,18.295888,17.913913,17.64156,17.01425,16.376579
54,Second,St_Johns,Second_St_Johns,1511,1599,1500s,1500s,CW_14,225*225,2068.646,1.534,0.986,1.205,119.897,0.365,0.000,16.388188,19.058835,25.056622,30.059731,32.967796,35.258336,36.961911,37.82858,38.346317,38.783646,37.82844,36.536359,33.511083,29.865053,27.130897,25.573574,20.939537,19.733421,18.798032,18.137401,17.797409,17.511685,16.870693,16.229697
55,Third,St_Johns,Third_St_Johns,1511,1672,1500s,1600s,CW_14,225*225,881.932,3.460,1.024,1.522,23.306,0.305,0.000,16.473163,19.151736,23.162218,27.936469,31.405065,34.309576,36.606319,37.793262,38.46924,38.675851,37.331787,35.823662,32.164184,29.475921,27.156264,25.569906,21.340376,19.981261,18.942844,18.2979,17.886322,17.602603,16.984058,16.335526
56,Chapel,St_Johns,Chapel_St_Johns,1511,1960,1500s,1900s,CW_14,225*225,1809.752,2.340,1.094,1.536,29.663,0.324,0.031,16.529856,19.286907,23.809354,27.940426,30.695943,33.188017,35.627266,37.694211,38.414954,38.976843,37.746605,36.352418,33.00419,29.496533,27.13087,25.575275,21.218916,19.965747,18.932726,18.286925,17.887603,17.612754,16.990174,16.346776
