ID_c,N_c,N_clg,N_c_clg,Y_clg,Y_c,C_clg,C_c,ID_s,SQM,CA,VAR,SI,HAR,LAT,VC_c_2d,VC_c_3d,SD(UTCI)_5:00,SD(UTCI)_6:00,SD(UTCI)_7:00,SD(UTCI)_8:00,SD(UTCI)_9:00,SD(UTCI)_10:00,SD(UTCI)_11:00,SD(UTCI)_12:00,SD(UTCI)_13:00,SD(UTCI)_14:00,SD(UTCI)_15:00,SD(UTCI)_16:00,SD(UTCI)_17:00,SD(UTCI)_18:00,SD(UTCI)_19:00,SD(UTCI)_20:00,SD(UTCI)_21:00,SD(UTCI)_22:00,SD(UTCI)_23:00,SD(UTCI)_0:00,SD(UTCI)_1:00,SD(UTCI)_2:00,SD(UTCI)_3:00,SD(UTCI)_4:00
47,Old,Clare,Old_Clare,1326,1715,1300s,1700s,CW_13,375*375,1549.541,1.536,1.022,1.339,86.532,0.690,0.000,0.439912,4.261262,4.151738,3.080994,3.320925,2.527814,2.300281,1.824942,1.871846,2.317319,2.878887,3.029932,3.379893,3.233162,0.822415,0.085086,0.322675,0.257585,0.2843,0.311171,0.196231,0.181079,0.207295,0.188557
48,Angel_N,Trinity,Angel_N_Trinity,1546,1959,1500s,1900s,CW_13,375*375,406.865,5.269,1.449,0.923,133.647,0.000,0.000,0.121576,0.241744,3.831628,4.414479,4.049745,3.27557,2.99939,1.411715,1.413362,1.055172,1.098425,1.12923,3.597988,3.103344,1.26982,0.078199,0.512353,0.154076,0.180252,0.191097,0.180676,0.181601,0.196352,0.205705
49,Angel_S,Trinity,Angel_S_Trinity,1546,1959,1500s,1900s,CW_13,375*375,598.934,2.997,1.157,1.761,27.674,0.327,0.229,0.373217,2.449674,4.14759,4.077008,3.891271,3.187265,2.877224,2.23925,2.324008,2.427823,2.686754,2.645016,3.558684,3.156757,1.124052,0.248104,0.37687,0.295886,0.312349,0.323781,0.320726,0.32656,0.337243,0.344622
50,Great,Trinity,Great_Trinity,1546,1608,1500s,1600s,CW_13,375*375,8230.750,0.862,1.017,1.226,10.731,0.458,0.000,1.075528,3.23834,2.149876,1.038921,0.920371,0.627228,0.694526,0.61987,0.805717,1.193099,1.707772,2.090316,2.637214,2.746692,1.116175,0.199475,0.885196,0.75759,0.599615,0.65347,0.446644,0.446666,0.522662,0.484624
51,Neviles,Trinity,Neviles_Trinity,1546,1750,1500s,1700s,CW_13,375*375,2906.737,1.309,1.032,1.601,101.878,0.758,0.000,1.116428,4.147783,4.19533,3.410201,2.857536,2.221786,1.922175,1.695103,1.748552,2.220711,2.785216,2.970733,3.178068,3.003116,1.047045,0.085272,0.533801,0.574496,0.558739,0.606346,0.388427,0.375417,0.438395,0.390122
52,New,Trinity,New_Trinity,1546,1825,1500s,1800s,CW_13,375*375,2272.691,1.234,1.026,1.145,20.376,0.362,0.138,0.858548,4.039438,4.052319,3.288294,2.935914,2.443874,2.194164,2.002968,2.054876,2.202453,2.506153,2.782569,3.196863,3.044888,0.842268,0.290508,0.625896,0.496519,0.438834,0.467189,0.394091,0.400516,0.426337,0.421485
53,First,St_Johns,First_St_Johns,1511,1511,1500s,1500s,CW_14,225*225,2288.323,2.263,1.017,1.410,29.476,0.633,0.000,0.364316,3.819133,4.413478,3.549112,3.225349,2.199827,2.149591,1.640865,1.6707,1.920462,2.599511,2.911165,3.4069,3.164293,0.570877,0.079794,0.625134,0.457602,0.264849,0.28671,0.197086,0.180225,0.199358,0.193773
54,Second,St_Johns,Second_St_Johns,1511,1599,1500s,1500s,CW_14,225*225,2068.646,1.534,0.986,1.205,119.897,0.365,0.000,0.301076,3.195632,4.423768,3.298682,3.054102,2.148492,2.164807,1.764816,1.804378,2.16979,2.810242,3.111575,3.493086,3.210356,0.753453,0.088475,0.661793,0.589223,0.352452,0.386615,0.202871,0.18667,0.233014,0.194569
55,Third,St_Johns,Third_St_Johns,1511,1672,1500s,1600s,CW_14,225*225,881.932,3.460,1.024,1.522,23.306,0.305,0.000,0.063357,3.177527,4.309666,4.110146,3.759423,2.792906,2.59836,1.990141,2.050705,2.568916,3.29455,3.550499,3.804047,2.4501,0.081922,0.051486,0.372936,0.135154,0.112726,0.121668,0.11442,0.109924,0.119782,0.127704
56,Chapel,St_Johns,Chapel_St_Johns,1511,1960,1500s,1900s,CW_14,225*225,1809.752,2.340,1.094,1.536,29.663,0.324,0.031,0.291484,3.134272,4.44869,4.212937,3.831675,3.422404,3.079597,2.336108,1.753742,2.152086,2.915778,3.208527,3.568485,3.011781,0.221145,0.077894,0.480242,0.23987,0.207756,0.226569,0.159839,0.13459,0.143401,0.143366
57,New,St_Johns,New_St_Johns,1511,1831,1500s,1800s,CW_15,180*180,1569.635,2.228,1.304,4.123,107.094,0.621,0.000,0.426939,3.760031,4.333243,3.313947,3.043432,1.927754,1.7538,1.076921,1.088553,1.392048,2.116606,2.397121,3.281678,3.130678,0.77498,0.076354,0.545797,0.588349,0.499966,0.547302,0.304564,0.287538,0.354797,0.297493
58,Upper_River,St_Johns,Upper_River_St_Johns,1511,1964,1500s,1900s,CW_15,180*180,3010.150,1.441,1.179,1.664,151.257,0.741,0.104,1.287111,3.314336,4.237343,3.463036,3.169473,2.540606,2.455259,2.188299,2.302905,2.629317,2.982144,3.069184,3.199395,2.849459,1.103537,0.322851,1.05302,1.091522,1.048439,1.127589,0.826298,0.802246,0.906165,0.83883
59,First,Magdelene,First_Magdelene,1428,1542,1400s,1500s,CW_16,120*120,832.892,1.976,1.013,1.478,47.234,0.545,0.000,0.064195,3.663719,4.504525,3.808251,3.657043,2.636506,2.578725,2.061779,2.082508,2.053795,3.000076,3.393847,3.743375,2.903657,0.067738,0.043199,0.259894,0.110556,0.123255,0.131549,0.12851,0.113171,0.124002,0.129644
60,Cripps,Magdelene,Cripps_Magdelene,1428,2005,1400s,2000s,NW_17,120*120,680.589,1.970,1.014,1.156,144.681,0.438,0.240,0.373551,1.682773,4.020647,4.20844,3.895403,3.071494,3.01239,2.715345,2.80875,3.164587,3.555775,3.708239,3.288535,1.93398,0.184917,0.32558,0.810392,0.446315,0.243935,0.251559,0.267897,0.264113,0.263067,0.27387
61,Fountain,Murray_Edwards,Fountain_Murray_Edwards,1964,1964,1900s,1900s,NW_18,120*120,725.975,3.936,1.025,1.008,120.530,0.264,0.000,0.448416,3.982019,4.259838,3.776284,3.438561,2.315728,2.071356,1.479824,1.467998,1.671468,2.653682,3.074937,3.870365,2.732763,0.100568,0.087771,0.561085,0.252734,0.149288,0.16191,0.135537,0.121776,0.138733,0.144771
62,Cowan,Churchill,Cowan_Churchill,1958,1968,1900s,1900s,NW_19,375*375,409.933,7.409,1.000,1.027,114.022,0.000,0.000,0.058795,2.103372,4.439976,4.210868,4.071975,3.270401,3.138454,2.606702,2.648457,3.144406,3.761023,3.964837,3.725676,2.105416,0.048718,0.05038,0.090902,0.073225,0.085306,0.094835,0.092513,0.091064,0.09999,0.107291
63,NA_E1,Churchill,NA_E1_Churchill,1958,1968,1900s,1900s,NW_19,375*375,528.682,3.700,1.083,1.033,27.948,0.000,0.193,0.604094,3.872722,4.062678,2.678291,2.558937,2.277286,2.082548,1.914019,1.953594,2.236066,2.517371,2.682608,3.555027,3.245284,0.976103,0.301184,0.497646,0.374508,0.36027,0.372488,0.37865,0.383,0.389329,0.400883
64,NA_E2,Churchill,NA_E2_Churchill,1958,1968,1900s,1900s,NW_19,375*375,283.520,4.049,0.999,1.037,114.573,0.000,0.000,0.397204,4.216541,3.873023,0.0722,0.115845,0.148864,0.192814,0.224646,0.209956,0.17905,0.157213,0.995821,3.437271,2.907432,0.059992,0.055001,0.241508,0.08622,0.033731,0.044431,0.030003,0.028974,0.033995,0.037353
65,NA_E3,Churchill,NA_E3_Churchill,1958,1968,1900s,1900s,NW_19,375*375,527.147,2.940,1.051,1.021,114.079,0.888,0.596,0.657904,3.013166,3.848002,4.041926,3.766287,3.461626,2.996907,2.916985,2.862812,3.118462,3.387703,3.597448,3.541447,2.954656,0.69562,0.435453,0.587156,0.515537,0.495751,0.510765,0.511921,0.518268,0.523127,0.53863
66,NA_S1,Churchill,NA_S1_Churchill,1958,1968,1900s,1900s,NW_19,375*375,541.901,3.000,1.000,1.024,114.108,0.891,0.145,0.471054,3.969027,4.122409,2.647118,2.493579,2.187173,1.95549,1.782708,1.834547,2.109943,2.309113,2.423079,3.520532,3.154624,1.063253,0.294602,0.466267,0.385487,0.387307,0.401057,0.397892,0.393198,0.400042,0.414316
67,NA_S2,Churchill,NA_S2_Churchill,1958,1968,1900s,1900s,NW_19,375*375,272.423,3.911,1.000,1.001,24.274,0.000,0.000,0.102504,3.963251,3.980462,0.084127,0.121921,0.152466,0.19357,0.224504,0.211266,0.170227,0.148567,0.123543,3.311841,2.856967,0.959715,0.057606,0.237953,0.113344,0.07056,0.08686,0.029549,0.029039,0.040586,0.036277
68,NA_S3,Churchill,NA_S3_Churchill,1958,1968,1900s,1900s,NW_19,375*375,549.709,2.990,1.000,1.037,113.894,0.894,0.194,0.498778,3.503072,4.082114,2.615411,2.492707,2.170065,1.977816,1.798169,1.856933,2.162794,2.448042,2.552063,3.599158,2.969312,0.763407,0.306446,0.518319,0.408099,0.410278,0.42732,0.402946,0.404464,0.417413,0.424667
69,NA_W,Churchill,NA_W_Churchill,1958,1968,1900s,1900s,NW_19,375*375,530.091,4.388,1.002,1.006,114.241,0.879,0.593,0.688018,3.140641,4.26677,4.093767,3.6789,3.504317,3.132479,3.061558,2.950442,3.196199,3.378944,3.603758,3.611468,3.005399,1.040729,0.388895,0.520767,0.452486,0.460951,0.4704,0.461846,0.469199,0.482745,0.488341
70,NA_N1,Churchill,NA_N1_Churchill,1958,1968,1900s,1900s,NW_19,375*375,533.873,3.177,1.000,1.102,23.893,0.822,0.588,0.555974,2.671451,3.838873,3.95388,3.5818,3.403577,3.039237,2.963547,2.956849,3.184602,3.359911,3.578294,3.599603,2.9848,1.001078,0.389701,0.545796,0.439603,0.434391,0.442246,0.45671,0.464511,0.477598,0.483911
71,NA_N2,Churchill,NA_N2_Churchill,1958,1968,1900s,1900s,NW_19,375*375,267.513,3.451,1.001,1.042,24.376,0.000,0.000,0.047412,4.306254,4.486606,3.247511,1.745368,0.155297,0.198227,0.234486,0.216594,0.177045,0.146221,0.117775,3.349862,2.889099,1.217799,0.0635,0.201944,0.075453,0.039488,0.047051,0.032712,0.032127,0.034987,0.038682
72,NA_N3,Churchill,NA_N3_Churchill,1958,1968,1900s,1900s,NW_19,375*375,532.781,2.721,1.059,1.015,113.780,0.816,0.000,0.122556,4.080905,3.38419,0.119833,0.108965,0.07652,0.09131,0.159995,0.188618,0.215369,0.207817,0.192895,2.816399,2.423098,1.249378,0.074511,0.348196,0.172889,0.144519,0.164537,0.080798,0.072888,0.09615,0.072223
73,Cloister,Girton,Cloister_Girton,1869,1901,1800s,1900s,NW_20,375*375,3347.679,1.162,1.197,1.752,130.605,0.515,0.258,0.618185,3.429759,4.11465,3.82351,3.594496,3.233439,3.000429,2.844388,2.914906,3.175345,3.412859,3.615263,3.565247,2.82389,0.708853,0.364304,0.818881,0.629464,0.479101,0.508772,0.455398,0.450127,0.462047,0.468314
74,Woodlands,Girton,Woodlands_Girton,1869,1934,1800s,1900s,NW_20,375*375,3592.475,0.910,1.010,1.329,130.168,0.826,0.126,0.853477,4.043273,4.369675,3.848742,3.469582,2.606614,2.461472,2.130847,2.2121,2.520083,3.090269,3.37309,3.553301,3.173433,0.993509,0.260212,0.887404,0.82981,0.582828,0.629332,0.411227,0.408083,0.469009,0.420092
75,Ash,Girton,Ash_Girton,1869,2013,1800s,2000s,NW_20,375*375,760.892,2.229,1.500,2.549,131.253,0.000,0.000,0.343182,4.196423,3.251499,2.195432,2.87572,2.233408,2.787698,2.529104,2.562138,3.068931,3.585112,3.736913,3.60583,2.684802,0.364408,0.122289,0.785946,0.56459,0.380219,0.430446,0.216111,0.220024,0.28993,0.242634
76,Campbell,Girton,Campbell_Girton,1869,2004,1800s,2000s,NW_20,375*375,418.440,2.567,1.029,1.626,130.213,0.000,0.000,0.051453,0.066865,4.394993,4.157027,3.842878,2.741891,2.93079,2.416476,2.444038,2.698239,3.532507,3.786232,3.770071,2.848654,0.034377,0.046347,0.173466,0.152182,0.123288,0.13391,0.079758,0.078175,0.087055,0.091191
77,Front,Robinson,Front_Robinson,1977,1980,1900s,1900s,SW_21,225*225,707.126,2.955,1.150,2.751,55.767,0.000,0.000,0.041577,3.62006,4.520953,4.092843,4.038171,3.377952,3.169625,2.596826,2.641761,2.556223,3.540925,3.817363,3.37668,1.758195,0.041386,0.075878,0.084268,0.145326,0.165838,0.173872,0.105676,0.082141,0.088181,0.084937
78,Hershel,Robinson,Hershel_Robinson,1977,1980,1900s,1900s,SW_21,225*225,236.628,6.767,1.651,8.792,104.139,0.000,0.000,0.057927,1.635489,2.989995,4.450095,3.998771,3.597887,3.22709,3.067605,3.132422,3.179575,3.041549,3.205532,3.571035,3.067544,0.055,0.072358,0.129709,0.132324,0.083723,0.093453,0.046576,0.045913,0.046834,0.048152
79,Long,Robinson,Long_Robinson,1977,1980,1900s,1900s,SW_21,225*225,298.625,7.206,1.981,12.277,7.110,0.000,0.000,0.089511,2.456532,3.348989,3.474858,3.413243,3.631047,3.334621,1.560368,3.150147,1.195714,0.072552,0.084406,0.058172,0.033891,0.137449,0.110853,0.59429,0.24488,0.067294,0.086343,0.054777,0.052462,0.058939,0.065395
80,Memorial,Clare,Memorial_Clare,1326,1986,1300s,1900s,SW_22,180*180,2461.406,2.013,1.183,3.118,0.445,0.636,0.216,0.417649,3.422651,4.496595,4.102968,3.871451,3.276318,2.95442,2.508879,2.580376,2.95357,3.385821,3.59165,3.719019,2.893093,0.497191,0.369843,1.076129,0.779067,0.435224,0.461879,0.395612,0.385167,0.405043,0.398872
81,Lerner,Clare,Lerner_Clare,1326,2008,1300s,2000s,SW_22,180*180,566.402,3.561,1.020,1.037,91.024,0.287,0.000,0.062889,3.88529,4.14879,2.942408,3.535911,2.869456,2.635428,2.335843,2.353565,2.484668,3.057411,3.308269,3.525315,3.037327,0.084897,0.047561,0.16703,0.099746,0.154391,0.165513,0.12596,0.110158,0.114904,0.115549
82,Ashby,Clare,Ashby_Clare,1326,1986,1300s,1900s,SW_22,180*180,1094.484,2.793,1.156,1.171,0.326,0.264,0.155,0.269056,3.669202,3.893949,1.9585,2.704796,1.971269,1.806505,1.777039,1.801504,1.951362,2.150795,3.019451,3.384532,3.20591,0.113497,0.159979,0.560512,0.584728,0.518394,0.570716,0.356569,0.342753,0.412896,0.365302
83,Thirkill,Clare,Thirkill_Clare,1326,1955,1300s,1900s,SW_22,180*180,1063.117,2.715,1.006,1.022,0.961,0.420,0.053,0.229417,4.037599,4.164277,3.108378,3.259168,2.462051,2.302269,1.821075,1.852191,2.473596,3.06967,3.266959,3.582745,3.196479,0.091181,0.095097,0.513703,0.43976,0.281711,0.312249,0.162446,0.136542,0.16627,0.143517
84,NA_E,Clare_Hall,NA_E_Clare_Hall,1966,1969,1900s,1900s,SW_23,120*120,143.152,4.448,1.345,2.712,14.143,0.000,0.000,0.041061,0.0503,0.045908,0.065794,3.083296,2.729,3.131923,2.798588,2.065795,2.998464,3.490461,2.978602,0.089118,0.040421,0.026714,0.034356,0.076736,0.058993,0.062087,0.068104,0.06366,0.062245,0.066811,0.071265
85,NA_W1,Clare_Hall,NA_W1_Clare_Hall,1966,1969,1900s,1900s,SW_23,120*120,73.403,4.164,1.001,1.109,104.098,0.000,0.000,0.026402,0.023918,0.023173,3.622999,3.974369,3.53095,2.991435,2.835172,2.87238,3.114057,3.392776,3.157188,0.044827,0.024993,0.016401,0.029351,0.02512,0.03125,0.041189,0.045494,0.046092,0.044688,0.048259,0.052879
86,NA_W2,Clare_Hall,NA_W2_Clare_Hall,1966,1969,1900s,1900s,SW_23,120*120,55.083,4.481,1.014,1.398,104.163,0.000,0.000,0.016419,0.015144,0.019824,4.006652,3.672691,3.535144,3.159057,2.982186,3.037864,3.04786,3.320108,3.495585,0.068168,0.027099,0.016275,0.026738,0.022263,0.02418,0.030874,0.034695,0.032826,0.031774,0.035431,0.038249
87,NA_W3,Clare_Hall,NA_W3_Clare_Hall,1966,1969,1900s,1900s,SW_23,120*120,63.691,2.857,1.005,1.219,103.414,0.000,0.000,0.075159,0.080695,3.118329,4.291521,4.049619,3.389697,2.109276,2.00446,2.033924,2.534018,3.187679,3.897523,0.10492,0.060188,0.040721,0.035218,0.08585,0.085187,0.091168,0.097449,0.098775,0.097317,0.103742,0.109271
